id,party_short,color,x,y,z,mu_x,mu_y,width,height,angle
3158,Die Mitte,#C56C46,0.035175879396985,0.256281407035176,0,0.0558742434941101,0.248891215880878,0.174327072861349,0.306171042446845,-179.184990155895
3161,SP,#FF0000,-0.758793969849246,-0.085427135678392,0,-0.762825753822661,-0.0568245446885261,0.23882109909772,0.349379205969008,-175.713842719542
3188,SP,#FF0000,-0.708542713567839,-0.125628140703518,0,-0.721829439248558,-0.112984676558391,0.233178552056585,0.339863823931856,-170.899707155209
3200,SP,#FF0000,-0.85929648241206,-0.125628140703518,0,-0.833092961439753,-0.131354786792814,0.208956491795694,0.344234462700535,-175.123160528105
3204,Die Mitte,#C56C46,-0.0753768844221106,0.00502512562814061,0,-0.0864446402293534,0.0300158904652852,0.168076353166128,0.306294825635202,-178.05163593448
3214,SP,#FF0000,-0.778894472361809,-0.155778894472362,0,-0.780869590099278,-0.181586348343409,0.228685784327651,0.343494230475814,-172.133629300367
3228,EVP,#FFA500,-0.366834170854271,-0.0653266331658291,0,-0.387589356272216,-0.0565729380268935,0.19438202790613,0.328975142308122,-169.609492469684
3235,SVP,#4F7942,0.577889447236181,-0.42713567839196,0,0.588118907940484,-0.441361048806774,0.236173219613912,0.309658004685732,-173.224101809227
3244,FDP,#0000FF,0.306532663316583,0.35678391959799,0,0.310263116374437,0.383009937909362,0.196968021705243,0.340537910389706,179.616505421661
3248,GLP,#32CD32,-0.376884422110553,0.396984924623116,0,-0.386198813346894,0.422356762967003,0.186719632364581,0.330737882902048,-174.070196341037
3260,SVP,#4F7942,0.809045226130653,-0.0552763819095478,0,0.805931159521797,-0.0518386038634098,0.216298400934231,0.322938281017049,172.882942609771
3266,Die Mitte,#C56C46,-0.035175879396985,0.035175879396985,0,-0.0202735358680464,0.054685054574074,0.161140320182151,0.309780316628289,-178.547642052155
3273,SP,#FF0000,-0.718592964824121,-0.085427135678392,0,-0.733557497937221,-0.0733596782852947,0.237654878669031,0.318639262198537,-168.833221462171
3285,Die Mitte,#C56C46,-0.206030150753769,0.115577889447236,0,-0.205552413467721,0.125374957333941,0.179855567672941,0.300717103204951,-173.863069791703
3293,GLP,#32CD32,-0.336683417085427,0.557788944723618,0,-0.322123298176287,0.577135224164712,0.176159006404044,0.33204385524321,-172.992211886304
3300,SP,#FF0000,-0.839195979899498,-0.206030150753769,0,-0.815954218512452,-0.222938151395261,0.218703889868252,0.341478021544309,-178.856802934688
3301,SP,#FF0000,-0.728643216080402,-0.0954773869346733,0,-0.745986779481543,-0.0960054626229287,0.239873521593285,0.342856245628992,-173.395489959888
3310,Grüne,#008000,-0.638190954773869,-0.0753768844221106,0,-0.668207265589795,-0.0635291169012106,0.236926524239888,0.335938977966929,-166.330512558029
3316,GLP,#32CD32,-0.206030150753769,-0.00502512562814073,0,-0.224372441794139,-0.0151594019078985,0.17636249222381,0.299874172662652,-174.686595802768
3326,EVP,#FFA500,-0.0150753768844221,0.035175879396985,0,-0.00393338436690461,0.0187791023033347,0.164602368350961,0.285659732614712,-176.20177772158
