,index,party,color,party_id,yays,nays
0,6,Grüne,#008000,4,48,27
1,17,FDP,#4169E1,2,37,38
2,40,FDP,#4169E1,2,42,33
3,41,Grüne,#008000,4,44,31
4,44,glp,#32CD32,6,44,31
6,91,CVP,#FFA500,3,38,37
7,98,FDP,#4169E1,2,52,23
8,108,Grüne,#008000,4,50,25
10,159,Grüne,#008000,4,44,31
11,164,Grüne,#008000,4,45,30
13,225,CVP,#FFA500,3,42,33
14,239,FDP,#4169E1,2,44,31
15,246,glp,#32CD32,6,48,27
17,316,CVP,#FFA500,3,41,34
18,317,CVP,#FFA500,3,40,35
19,318,CVP,#FFA500,3,43,32
20,319,CVP,#FFA500,3,56,19
21,320,BDP,#800020,5,47,28
22,328,glp,#32CD32,6,48,27
23,370,FDP,#4169E1,2,29,46
24,385,glp,#32CD32,6,45,30
25,493,SP,#FF0000,1,46,29
28,527,CVP,#FFA500,3,35,40
29,595,FDP,#4169E1,2,49,26
30,613,Grüne,#008000,4,42,33
31,614,Grüne,#008000,4,44,31
32,643,CVP,#FFA500,3,43,32
33,649,BDP,#800020,5,44,31
34,650,SP,#FF0000,1,45,30
35,652,BDP,#800020,5,42,33
36,653,SP,#FF0000,1,49,26
39,658,SVP,#006400,0,33,42
40,736,SP,#FF0000,1,49,26
41,743,SVP,#006400,0,32,43
42,750,CVP,#FFA500,3,34,41
43,753,Grüne,#008000,4,43,32
44,754,Grüne,#008000,4,48,27
46,761,glp,#32CD32,6,43,32
47,765,Grüne,#008000,4,46,29
48,772,Grüne,#008000,4,46,29
49,791,CVP,#FFA500,3,39,36
50,792,CVP,#FFA500,3,45,30
51,795,Grüne,#008000,4,45,30
53,832,SP,#FF0000,1,47,28
54,854,glp,#32CD32,6,43,32
55,874,Grüne,#008000,4,46,29
56,878,SP,#FF0000,1,45,30
57,883,SP,#FF0000,1,47,28
58,895,Grüne,#008000,4,46,29
59,903,Grüne,#008000,4,44,31
60,913,CVP,#FFA500,3,42,33
61,914,CVP,#FFA500,3,40,35
62,915,CVP,#FFA500,3,33,42
63,916,CVP,#FFA500,3,48,27
64,918,BDP,#800020,5,35,40
65,919,SP,#FF0000,1,44,31
66,920,SP,#FF0000,1,44,31
68,925,FDP,#4169E1,2,27,48
69,931,SVP,#006400,0,28,47
70,951,FDP,#4169E1,2,37,38
72,955,SP,#FF0000,1,47,28
74,1007,Grüne,#008000,4,48,27
75,1015,Grüne,#008000,4,46,29
76,1022,Grüne,#008000,4,47,28
79,1040,CVP,#FFA500,3,35,40
80,1041,BDP,#800020,5,48,27
81,1042,SP,#FF0000,1,46,29
82,1043,SP,#FF0000,1,42,33
83,1044,SP,#FF0000,1,44,31
84,1045,SP,#FF0000,1,44,31
85,1049,Grüne,#008000,4,47,28
86,1078,CVP,#FFA500,3,53,22
88,1087,CVP,#FFA500,3,46,29
89,1092,FDP,#4169E1,2,42,33
92,1115,SP,#FF0000,1,47,28
96,1134,Grüne,#008000,4,51,24
99,1171,FDP,#4169E1,2,48,27
100,1172,FDP,#4169E1,2,37,38
101,1185,BDP,#800020,5,47,28
102,1186,BDP,#800020,5,49,26
104,1205,SVP,#006400,0,39,36
105,1219,Grüne,#008000,4,46,29
106,1226,CVP,#FFA500,3,41,34
108,1241,FDP,#4169E1,2,37,38
109,1243,glp,#32CD32,6,44,31
110,1260,SVP,#006400,0,36,39
111,1270,BDP,#800020,5,49,26
112,1275,Grüne,#008000,4,47,28
113,1276,Grüne,#008000,4,46,29
114,1281,Grüne,#008000,4,39,36
115,1284,BDP,#800020,5,41,34
117,1290,Grüne,#008000,4,45,30
118,1294,Grüne,#008000,4,45,30
119,1295,SVP,#006400,0,34,41
120,1300,FDP,#4169E1,2,30,45
121,1304,CVP,#FFA500,3,36,39
123,1313,BDP,#800020,5,43,32
124,1314,SP,#FF0000,1,45,30
125,1315,SP,#FF0000,1,48,27
127,1319,SVP,#006400,0,30,45
128,1320,FDP,#4169E1,2,38,37
129,1321,FDP,#4169E1,2,35,40
130,1333,SVP,#006400,0,26,49
131,1351,FDP,#4169E1,2,36,39
132,1352,FDP,#4169E1,2,38,37
133,1364,FDP,#4169E1,2,36,39
134,1366,glp,#32CD32,6,44,31
135,1371,SVP,#006400,0,38,37
136,1374,SVP,#006400,0,33,42
137,1375,SVP,#006400,0,42,33
139,1391,glp,#32CD32,6,46,29
140,1393,glp,#32CD32,6,45,30
141,1399,Grüne,#008000,4,42,33
142,1405,Grüne,#008000,4,40,35
143,1407,CVP,#FFA500,3,37,38
144,1408,Grüne,#008000,4,44,31
146,1410,FDP,#4169E1,2,32,43
147,1411,FDP,#4169E1,2,42,33
148,1412,FDP,#4169E1,2,34,41
149,1417,CVP,#FFA500,3,38,37
150,1426,CVP,#FFA500,3,34,41
151,1427,glp,#32CD32,6,50,25
152,1428,SP,#FF0000,1,46,29
153,1429,SP,#FF0000,1,45,30
154,1430,SP,#FF0000,1,47,28
155,1431,SP,#FF0000,1,46,29
157,1434,FDP,#4169E1,2,26,49
159,1447,CVP,#FFA500,3,38,37
160,1448,CVP,#FFA500,3,38,37
161,1454,FDP,#4169E1,2,36,39
162,1456,SP,#FF0000,1,44,31
164,1463,FDP,#4169E1,2,40,35
165,1464,Grüne,#008000,4,48,27
166,1479,Grüne,#008000,4,49,26
169,1509,Grüne,#008000,4,47,28
170,1515,Grüne,#008000,4,45,30
172,1530,Grüne,#008000,4,45,30
173,1532,CVP,#FFA500,3,33,42
175,1541,BDP,#800020,5,40,35
176,1542,BDP,#800020,5,41,34
179,1546,SP,#FF0000,1,45,30
181,1548,SP,#FF0000,1,46,29
182,1549,FDP,#4169E1,2,32,43
183,1550,Grüne,#008000,4,45,30
184,1553,glp,#32CD32,6,49,26
185,1568,SP,#FF0000,1,55,20
186,1569,FDP,#4169E1,2,33,42
188,1592,SVP,#006400,0,41,34
189,1600,CVP,#FFA500,3,34,41
190,1611,glp,#32CD32,6,47,28
191,1616,Grüne,#008000,4,41,34
192,1618,Grüne,#008000,4,44,31
193,1620,SVP,#006400,0,24,51
195,1622,glp,#32CD32,6,38,37
196,1625,Grüne,#008000,4,43,32
197,1626,CVP,#FFA500,3,37,38
199,1628,CVP,#FFA500,3,35,40
200,1629,CVP,#FFA500,3,37,38
201,1638,BDP,#800020,5,54,21
202,1639,SP,#FF0000,1,49,26
203,1640,SP,#FF0000,1,48,27
204,1645,SVP,#006400,0,36,39
205,1652,CVP,#FFA500,3,35,40
207,1664,SVP,#006400,0,40,35
208,1682,SVP,#006400,0,38,37
209,1688,glp,#32CD32,6,51,24
210,1690,SP,#FF0000,1,48,27
211,1697,glp,#32CD32,6,50,25
212,1700,Grüne,#008000,4,46,29
213,1704,Grüne,#008000,4,48,27
214,1706,glp,#32CD32,6,48,27
215,1709,SVP,#006400,0,40,35
217,1714,SVP,#006400,0,40,35
219,1716,Grüne,#008000,4,46,29
221,1718,FDP,#4169E1,2,31,44
222,1719,FDP,#4169E1,2,38,37
223,1721,Grüne,#008000,4,42,33
225,1728,BDP,#800020,5,37,38
226,1729,BDP,#800020,5,41,34
227,1730,BDP,#800020,5,44,31
228,1731,SP,#FF0000,1,44,31
229,1732,SP,#FF0000,1,46,29
230,1733,SP,#FF0000,1,43,32
231,1734,SP,#FF0000,1,43,32
232,1735,SP,#FF0000,1,48,27
233,1736,SP,#FF0000,1,42,33
234,1737,SVP,#006400,0,23,52
235,1739,glp,#32CD32,6,44,31
236,1749,CVP,#FFA500,3,42,33
237,1750,Grüne,#008000,4,45,30
238,1751,SP,#FF0000,1,47,28
240,1754,FDP,#4169E1,2,37,38
242,1758,SVP,#006400,0,37,38
243,1759,BDP,#800020,5,40,35
244,1765,glp,#32CD32,6,47,28
245,1767,BDP,#800020,5,32,43
246,1769,SP,#FF0000,1,45,30
248,1780,glp,#32CD32,6,43,32
249,1781,glp,#32CD32,6,40,35
250,1785,Grüne,#008000,4,45,30
251,1786,SVP,#006400,0,44,31
253,1788,glp,#32CD32,6,47,28
254,1790,FDP,#4169E1,2,24,51
255,1791,CVP,#FFA500,3,42,33
257,1798,CVP,#FFA500,3,49,26
258,1800,CVP,#FFA500,3,43,32
259,1801,BDP,#800020,5,45,30
260,1802,SP,#FF0000,1,48,27
261,1803,SP,#FF0000,1,47,28
262,1804,SP,#FF0000,1,43,32
263,1805,SP,#FF0000,1,46,29
264,1806,SP,#FF0000,1,45,30
265,1807,SP,#FF0000,1,47,28
266,1808,SP,#FF0000,1,54,21
267,1809,SP,#FF0000,1,48,27
268,1810,FDP,#4169E1,2,34,41
269,1811,SVP,#006400,0,25,50
270,1813,FDP,#4169E1,2,54,21
272,1817,glp,#32CD32,6,48,27
273,1818,glp,#32CD32,6,45,30
274,1819,glp,#32CD32,6,40,35
276,1825,FDP,#4169E1,2,34,41
277,1827,SVP,#006400,0,33,42
280,1838,glp,#32CD32,6,49,26
281,1840,SP,#FF0000,1,49,26
283,1849,SVP,#006400,0,40,35
285,1858,Grüne,#008000,4,50,25
286,1860,BDP,#800020,5,42,33
287,1862,Grüne,#008000,4,40,35
288,1863,Grüne,#008000,4,41,34
289,1864,Grüne,#008000,4,45,30
290,1866,BDP,#800020,5,49,26
291,1867,BDP,#800020,5,44,31
292,1868,glp,#32CD32,6,49,26
293,1869,Grüne,#008000,4,48,27
294,1872,SVP,#006400,0,33,42
295,1874,FDP,#4169E1,2,40,35
296,1875,FDP,#4169E1,2,33,42
298,1879,CVP,#FFA500,3,42,33
299,1883,CVP,#FFA500,3,32,43
301,1885,SP,#FF0000,1,51,24
302,1887,glp,#32CD32,6,46,29
303,1889,glp,#32CD32,6,50,25
304,1890,glp,#32CD32,6,44,31
305,1891,CVP,#FFA500,3,44,31
306,1892,CVP,#FFA500,3,42,33
307,1895,CVP,#FFA500,3,34,41
309,1897,SP,#FF0000,1,44,31
310,1898,SP,#FF0000,1,50,25
311,1899,CVP,#FFA500,3,31,44
312,1900,SP,#FF0000,1,44,31
313,1902,FDP,#4169E1,2,37,38
314,1905,glp,#32CD32,6,47,28
315,1911,FDP,#4169E1,2,33,42
316,1912,glp,#32CD32,6,46,29
317,1922,SP,#FF0000,1,43,32
318,1928,SVP,#006400,0,35,40
320,1933,glp,#32CD32,6,52,23
321,1934,glp,#32CD32,6,45,30
323,1936,glp,#32CD32,6,46,29
324,1937,glp,#32CD32,6,49,26
325,1938,glp,#32CD32,6,39,36
326,1939,Grüne,#008000,4,48,27
327,1940,BDP,#800020,5,39,36
328,1941,glp,#32CD32,6,46,29
329,1944,glp,#32CD32,6,50,25
331,1948,BDP,#800020,5,38,37
332,1949,Grüne,#008000,4,47,28
333,1950,SVP,#006400,0,33,42
334,1951,Grüne,#008000,4,47,28
336,1954,SVP,#006400,0,33,42
337,1955,FDP,#4169E1,2,36,39
338,1956,FDP,#4169E1,2,34,41
339,1957,FDP,#4169E1,2,33,42
340,1958,FDP,#4169E1,2,26,49
341,1961,Grüne,#008000,4,45,30
342,1962,CVP,#FFA500,3,45,30
343,1963,CVP,#FFA500,3,38,37
344,1964,CVP,#FFA500,3,43,32
345,1965,FDP,#4169E1,2,38,37
346,1966,FDP,#4169E1,2,31,44
347,1968,SP,#FF0000,1,49,26
348,1969,SP,#FF0000,1,49,26
351,1972,SP,#FF0000,1,51,24
352,1973,SVP,#006400,0,31,44
353,1974,FDP,#4169E1,2,32,43
354,1975,SVP,#006400,0,23,52
355,1976,SVP,#006400,0,48,27
356,1977,glp,#32CD32,6,44,31
358,1982,FDP,#4169E1,2,40,35
359,1983,FDP,#4169E1,2,37,38
360,1984,CVP,#FFA500,3,39,36
361,1985,BDP,#800020,5,30,45
362,1988,FDP,#4169E1,2,52,23
363,1992,glp,#32CD32,6,40,35
364,1994,Grüne,#008000,4,50,25
365,1998,SP,#FF0000,1,44,31
366,1999,glp,#32CD32,6,46,29
367,2001,SP,#FF0000,1,51,24
369,2003,CVP,#FFA500,3,41,34
370,2010,glp,#32CD32,6,48,27
371,2011,glp,#32CD32,6,48,27
372,2012,glp,#32CD32,6,52,23
373,2013,glp,#32CD32,6,41,34
374,2014,Grüne,#008000,4,44,31
375,2015,Grüne,#008000,4,45,30
376,2017,BDP,#800020,5,55,20
377,2018,Grüne,#008000,4,46,29
378,2020,glp,#32CD32,6,49,26
379,2022,Grüne,#008000,4,46,29
380,2023,BDP,#800020,5,33,42
381,2026,CVP,#FFA500,3,38,37
383,2028,FDP,#4169E1,2,31,44
385,2031,CVP,#FFA500,3,39,36
386,2032,CVP,#FFA500,3,36,39
387,2033,CVP,#FFA500,3,36,39
388,2035,CVP,#FFA500,3,30,45
389,2036,SP,#FF0000,1,43,32
390,2037,SP,#FF0000,1,46,29
391,2038,SP,#FF0000,1,46,29
392,2040,glp,#32CD32,6,39,36
394,2042,glp,#32CD32,6,42,33
395,2043,glp,#32CD32,6,46,29
396,2048,CVP,#FFA500,3,51,24
397,2049,SVP,#006400,0,38,37
398,2052,SP,#FF0000,1,47,28
399,2053,SP,#FF0000,1,47,28
400,2054,SVP,#006400,0,38,37
402,2058,BDP,#800020,5,47,28
403,2060,Grüne,#008000,4,43,32
404,2066,glp,#32CD32,6,43,32
406,2068,glp,#32CD32,6,40,35
407,2072,Grüne,#008000,4,50,25
408,2073,Grüne,#008000,4,45,30
409,2076,Grüne,#008000,4,46,29
411,2080,Grüne,#008000,4,39,36
413,2082,Grüne,#008000,4,44,31
415,2084,BDP,#800020,5,38,37
416,2085,glp,#32CD32,6,43,32
418,2087,SVP,#006400,0,27,48
419,2089,FDP,#4169E1,2,32,43
420,2090,CVP,#FFA500,3,37,38
421,2091,CVP,#FFA500,3,37,38
422,2092,CVP,#FFA500,3,39,36
423,2095,FDP,#4169E1,2,32,43
424,2097,BDP,#800020,5,38,37
425,2098,BDP,#800020,5,50,25
426,2099,SP,#FF0000,1,51,24
427,2100,SP,#FF0000,1,48,27
428,2101,SP,#FF0000,1,46,29
429,2102,SP,#FF0000,1,45,30
430,2103,SP,#FF0000,1,46,29
431,2104,SP,#FF0000,1,46,29
432,2105,SP,#FF0000,1,45,30
433,2106,SVP,#006400,0,31,44
434,2107,SVP,#006400,0,31,44
435,2110,SVP,#006400,0,30,45
436,2111,glp,#32CD32,6,41,34
437,2112,SVP,#006400,0,35,40
438,2113,SP,#FF0000,1,50,25
439,2114,FDP,#4169E1,2,28,47
440,2119,SVP,#006400,0,35,40
441,2122,CVP,#FFA500,3,41,34
443,2124,glp,#32CD32,6,47,28
444,2125,glp,#32CD32,6,50,25
445,2126,glp,#32CD32,6,46,29
446,2127,SVP,#006400,0,34,41
447,2128,FDP,#4169E1,2,51,24
448,2137,glp,#32CD32,6,52,23
449,2138,glp,#32CD32,6,40,35
450,2139,glp,#32CD32,6,40,35
451,2140,SVP,#006400,0,33,42
452,2141,BDP,#800020,5,52,23
453,2142,glp,#32CD32,6,52,23
454,2143,Grüne,#008000,4,44,31
455,2144,BDP,#800020,5,52,23
457,2146,BDP,#800020,5,42,33
458,2149,Grüne,#008000,4,45,30
461,2154,FDP,#4169E1,2,38,37
462,2155,FDP,#4169E1,2,32,43
463,2156,FDP,#4169E1,2,34,41
464,2158,CVP,#FFA500,3,34,41
465,2159,CVP,#FFA500,3,44,31
466,2163,CVP,#FFA500,3,32,43
467,2165,BDP,#800020,5,46,29
468,2166,SP,#FF0000,1,45,30
469,2167,SP,#FF0000,1,50,25
470,2168,SP,#FF0000,1,48,27
471,2169,SP,#FF0000,1,42,33
472,2170,SP,#FF0000,1,44,31
473,2171,SP,#FF0000,1,50,25
474,2173,FDP,#4169E1,2,32,43
475,2174,SVP,#006400,0,29,46
476,2175,SVP,#006400,0,29,46
477,2176,CVP,#FFA500,3,44,31
478,2177,CVP,#FFA500,3,45,30
479,2179,SP,#FF0000,1,47,28
480,2180,FDP,#4169E1,2,39,36
481,2181,CVP,#FFA500,3,46,29
482,2183,SVP,#006400,0,29,46
483,2184,SP,#FF0000,1,45,30
484,2187,Grüne,#008000,4,48,27
485,2190,FDP,#4169E1,2,38,37
486,2192,glp,#32CD32,6,42,33
487,2195,FDP,#4169E1,2,38,37
488,2198,BDP,#800020,5,38,37
489,2199,SVP,#006400,0,39,36
490,2201,SP,#FF0000,1,51,24
491,2202,SP,#FF0000,1,48,27
492,2205,Grüne,#008000,4,43,32
493,2206,Grüne,#008000,4,42,33
494,2209,Grüne,#008000,4,46,29
495,2210,SVP,#006400,0,33,42
496,2211,SVP,#006400,0,32,43
498,2213,SVP,#006400,0,43,32
499,2215,glp,#32CD32,6,48,27
500,2216,BDP,#800020,5,35,40
503,2219,CVP,#FFA500,3,32,43
504,2220,SVP,#006400,0,28,47
505,2221,Grüne,#008000,4,41,34
506,2222,FDP,#4169E1,2,33,42
510,2230,CVP,#FFA500,3,35,40
511,2231,CVP,#FFA500,3,41,34
512,2232,CVP,#FFA500,3,28,47
513,2233,CVP,#FFA500,3,36,39
514,2234,BDP,#800020,5,44,31
516,2236,BDP,#800020,5,41,34
517,2237,SP,#FF0000,1,52,23
518,2238,SP,#FF0000,1,45,30
519,2239,SP,#FF0000,1,47,28
520,2240,SP,#FF0000,1,50,25
521,2241,SVP,#006400,0,29,46
522,2243,FDP,#4169E1,2,47,28
523,2245,SVP,#006400,0,43,32
524,2246,SVP,#006400,0,26,49
525,2248,SP,#FF0000,1,44,31
526,2249,FDP,#4169E1,2,33,42
527,2250,CVP,#FFA500,3,44,31
528,2252,SVP,#006400,0,38,37
529,2253,SP,#FF0000,1,48,27
531,2261,SP,#FF0000,1,44,31
532,2262,FDP,#4169E1,2,35,40
533,2263,glp,#32CD32,6,44,31
534,2264,glp,#32CD32,6,40,35
535,2265,glp,#32CD32,6,38,37
536,2266,glp,#32CD32,6,44,31
537,2267,glp,#32CD32,6,42,33
538,2268,glp,#32CD32,6,44,31
539,2271,Grüne,#008000,4,41,34
541,2276,glp,#32CD32,6,38,37
542,2278,CVP,#FFA500,3,52,23
543,2283,glp,#32CD32,6,46,29
544,2284,glp,#32CD32,6,50,25
545,2287,glp,#32CD32,6,43,32
546,2289,SVP,#006400,0,34,41
547,2290,CVP,#FFA500,3,33,42
548,2291,FDP,#4169E1,2,35,40
550,2294,CVP,#FFA500,3,34,41
551,2295,CVP,#FFA500,3,47,28
552,2297,CVP,#FFA500,3,35,40
553,2299,SP,#FF0000,1,47,28
554,2300,BDP,#800020,5,34,41
555,2301,SP,#FF0000,1,47,28
557,2303,SP,#FF0000,1,47,28
558,2304,SVP,#006400,0,28,47
559,2308,FDP,#4169E1,2,29,46
560,2309,FDP,#4169E1,2,39,36
562,2312,glp,#32CD32,6,47,28
563,2313,SVP,#006400,0,33,42
564,2314,SVP,#006400,0,29,46
565,2315,SVP,#006400,0,25,50
566,2316,FDP,#4169E1,2,29,46
567,2317,FDP,#4169E1,2,37,38
568,2318,SVP,#006400,0,34,41
569,2319,FDP,#4169E1,2,40,35
570,2322,glp,#32CD32,6,50,25
571,2325,SVP,#006400,0,39,36
572,2326,SP,#FF0000,1,39,36
573,2332,glp,#32CD32,6,50,25
574,2333,glp,#32CD32,6,44,31
575,2334,Grüne,#008000,4,44,31
577,2336,glp,#32CD32,6,46,29
578,2337,Grüne,#008000,4,50,25
579,2339,glp,#32CD32,6,39,36
580,2340,BDP,#800020,5,43,32
581,2341,Grüne,#008000,4,43,32
582,2342,SVP,#006400,0,35,40
583,2343,SVP,#006400,0,35,40
584,2344,Grüne,#008000,4,47,28
585,2345,FDP,#4169E1,2,41,34
586,2346,FDP,#4169E1,2,30,45
587,2347,FDP,#4169E1,2,33,42
588,2348,CVP,#FFA500,3,46,29
589,2349,CVP,#FFA500,3,32,43
591,2351,CVP,#FFA500,3,40,35
593,2353,SP,#FF0000,1,47,28
594,2354,SP,#FF0000,1,50,25
595,2355,SP,#FF0000,1,47,28
596,2356,SP,#FF0000,1,44,31
597,2357,SP,#FF0000,1,48,27
599,2360,FDP,#4169E1,2,36,39
600,2361,FDP,#4169E1,2,36,39
601,2362,glp,#32CD32,6,46,29
602,2363,glp,#32CD32,6,39,36
603,2364,glp,#32CD32,6,44,31
604,2365,CVP,#FFA500,3,43,32
605,2366,FDP,#4169E1,2,42,33
606,2367,CVP,#FFA500,3,45,30
607,2368,CVP,#FFA500,3,46,29
608,2370,CVP,#FFA500,3,31,44
609,2371,CVP,#FFA500,3,41,34
610,2372,SVP,#006400,0,35,40
611,2379,FDP,#4169E1,2,38,37
612,2383,SP,#FF0000,1,49,26
613,2384,FDP,#4169E1,2,34,41
614,2392,Grüne,#008000,4,47,28
615,2393,BDP,#800020,5,42,33
616,2395,glp,#32CD32,6,41,34
617,2396,glp,#32CD32,6,48,27
618,2397,SVP,#006400,0,27,48
619,2398,BDP,#800020,5,43,32
620,2400,glp,#32CD32,6,45,30
621,2401,glp,#32CD32,6,47,28
622,2403,Grüne,#008000,4,44,31
623,2404,CVP,#FFA500,3,37,38
624,2405,SVP,#006400,0,21,54
625,2406,FDP,#4169E1,2,43,32
626,2407,CVP,#FFA500,3,38,37
627,2408,CVP,#FFA500,3,31,44
629,2411,FDP,#4169E1,2,40,35
630,2412,FDP,#4169E1,2,41,34
632,2414,SP,#FF0000,1,44,31
633,2415,SP,#FF0000,1,48,27
634,2416,SP,#FF0000,1,53,22
635,2417,SP,#FF0000,1,48,27
636,2418,SP,#FF0000,1,48,27
637,2423,FDP,#4169E1,2,33,42
638,2424,FDP,#4169E1,2,47,28
639,2425,glp,#32CD32,6,42,33
640,2426,glp,#32CD32,6,44,31
641,2427,glp,#32CD32,6,51,24
642,2428,SVP,#006400,0,25,50
643,2429,SVP,#006400,0,35,40
645,2431,CVP,#FFA500,3,26,49
646,2434,SVP,#006400,0,28,47
647,2435,CVP,#FFA500,3,43,32
648,2436,SP,#FF0000,1,47,28
649,2437,CVP,#FFA500,3,38,37
650,2438,FDP,#4169E1,2,34,41
651,2441,SVP,#006400,0,36,39
652,2442,FDP,#4169E1,2,33,42
653,2446,CVP,#FFA500,3,46,29
656,2450,glp,#32CD32,6,45,30
657,2455,FDP,#4169E1,2,48,27
658,2458,CVP,#FFA500,3,33,42
659,2459,CVP,#FFA500,3,34,41
661,2464,glp,#32CD32,6,42,33
662,2465,glp,#32CD32,6,38,37
663,2466,glp,#32CD32,6,42,33
664,2468,Grüne,#008000,4,47,28
665,2470,glp,#32CD32,6,39,36
666,2471,Grüne,#008000,4,46,29
667,2472,BDP,#800020,5,37,38
668,2473,glp,#32CD32,6,43,32
669,2474,glp,#32CD32,6,45,30
671,2476,Grüne,#008000,4,42,33
673,2478,CVP,#FFA500,3,39,36
674,2479,CVP,#FFA500,3,34,41
675,2481,FDP,#4169E1,2,35,40
676,2483,CVP,#FFA500,3,34,41
677,2484,CVP,#FFA500,3,37,38
678,2485,CVP,#FFA500,3,33,42
679,2488,CVP,#FFA500,3,37,38
680,2489,BDP,#800020,5,44,31
681,2490,SP,#FF0000,1,48,27
682,2491,SVP,#006400,0,32,43
683,2492,SVP,#006400,0,29,46
684,2495,FDP,#4169E1,2,34,41
685,2496,SVP,#006400,0,39,36
686,2498,glp,#32CD32,6,45,30
689,2501,CVP,#FFA500,3,41,34
690,2502,CVP,#FFA500,3,47,28
691,2503,CVP,#FFA500,3,51,24
692,2505,FDP,#4169E1,2,37,38
694,2520,glp,#32CD32,6,41,34
695,2525,SP,#FF0000,1,50,25
696,2526,CVP,#FFA500,3,35,40
697,2528,CVP,#FFA500,3,36,39
699,2534,glp,#32CD32,6,43,32
700,2535,glp,#32CD32,6,41,34
701,2536,glp,#32CD32,6,45,30
702,2537,Grüne,#008000,4,43,32
703,2538,Grüne,#008000,4,48,27
704,2539,Grüne,#008000,4,43,32
705,2541,BDP,#800020,5,47,28
707,2544,glp,#32CD32,6,42,33
708,2545,glp,#32CD32,6,50,25
709,2546,CVP,#FFA500,3,31,44
711,2549,SVP,#006400,0,26,49
712,2550,Grüne,#008000,4,48,27
713,2552,FDP,#4169E1,2,40,35
715,2555,FDP,#4169E1,2,36,39
718,2561,SP,#FF0000,1,47,28
719,2562,SP,#FF0000,1,41,34
720,2563,SP,#FF0000,1,49,26
721,2564,SP,#FF0000,1,44,31
722,2565,SP,#FF0000,1,49,26
723,2566,SP,#FF0000,1,46,29
724,2567,SP,#FF0000,1,51,24
725,2568,SP,#FF0000,1,45,30
727,2570,FDP,#4169E1,2,34,41
728,2571,Grüne,#008000,4,41,34
729,2573,Grüne,#008000,4,45,30
730,2574,FDP,#4169E1,2,38,37
731,2575,FDP,#4169E1,2,32,43
732,2576,FDP,#4169E1,2,41,34
733,2577,FDP,#4169E1,2,42,33
735,2579,glp,#32CD32,6,45,30
737,2581,SVP,#006400,0,37,38
738,2582,glp,#32CD32,6,50,25
739,2583,FDP,#4169E1,2,33,42
740,2584,SP,#FF0000,1,49,26
741,2585,CVP,#FFA500,3,37,38
742,2587,SVP,#006400,0,27,48
743,2588,SVP,#006400,0,35,40
744,2591,FDP,#4169E1,2,35,40
746,2597,glp,#32CD32,6,43,32
747,2598,glp,#32CD32,6,46,29
748,2599,BDP,#800020,5,38,37
749,2601,SVP,#006400,0,34,41
750,2604,SP,#FF0000,1,47,28
751,2606,glp,#32CD32,6,44,31
752,2609,glp,#32CD32,6,42,33
753,2610,FDP,#4169E1,2,38,37
754,2611,FDP,#4169E1,2,42,33
755,2612,CVP,#FFA500,3,47,28
756,2613,CVP,#FFA500,3,33,42
757,2614,CVP,#FFA500,3,31,44
758,2615,BDP,#800020,5,51,24
759,2616,SP,#FF0000,1,48,27
760,2617,SP,#FF0000,1,52,23
761,2618,SP,#FF0000,1,47,28
764,2625,FDP,#4169E1,2,44,31
765,2626,FDP,#4169E1,2,42,33
766,2627,FDP,#4169E1,2,39,36
768,2630,glp,#32CD32,6,46,29
769,2631,glp,#32CD32,6,36,39
770,2633,SVP,#006400,0,29,46
771,2634,FDP,#4169E1,2,35,40
772,2635,FDP,#4169E1,2,30,45
773,2636,FDP,#4169E1,2,29,46
774,2638,CVP,#FFA500,3,42,33
775,2639,CVP,#FFA500,3,44,31
776,2641,SVP,#006400,0,26,49
777,2652,glp,#32CD32,6,48,27
778,2653,glp,#32CD32,6,43,32
779,2654,glp,#32CD32,6,40,35
780,2655,glp,#32CD32,6,41,34
781,2656,SP,#FF0000,1,49,26
783,2669,BDP,#800020,5,43,32
784,2670,glp,#32CD32,6,49,26
785,2671,Grüne,#008000,4,45,30
787,2673,glp,#32CD32,6,42,33
788,2674,glp,#32CD32,6,49,26
789,2675,SVP,#006400,0,26,49
791,2677,Grüne,#008000,4,44,31
792,2679,Grüne,#008000,4,47,28
793,2680,SVP,#006400,0,32,43
794,2681,Grüne,#008000,4,43,32
795,2682,Grüne,#008000,4,44,31
796,2683,Grüne,#008000,4,45,30
797,2684,SVP,#006400,0,34,41
798,2685,SVP,#006400,0,26,49
801,2689,FDP,#4169E1,2,27,48
802,2690,FDP,#4169E1,2,22,53
803,2691,FDP,#4169E1,2,42,33
804,2692,FDP,#4169E1,2,26,49
805,2693,CVP,#FFA500,3,39,36
806,2694,CVP,#FFA500,3,37,38
807,2696,CVP,#FFA500,3,32,43
808,2697,CVP,#FFA500,3,35,40
809,2699,CVP,#FFA500,3,43,32
810,2700,BDP,#800020,5,45,30
811,2702,SP,#FF0000,1,47,28
813,2704,SP,#FF0000,1,46,29
814,2705,SP,#FF0000,1,50,25
815,2706,SP,#FF0000,1,51,24
816,2707,SP,#FF0000,1,48,27
818,2709,SP,#FF0000,1,44,31
820,2711,SVP,#006400,0,24,51
821,2714,SVP,#006400,0,27,48
822,2716,SVP,#006400,0,35,40
823,2717,FDP,#4169E1,2,33,42
824,2718,FDP,#4169E1,2,34,41
825,2719,SVP,#006400,0,27,48
826,2720,glp,#32CD32,6,50,25
827,2721,SVP,#006400,0,32,43
