candidate_id,index,party,color,party_id,yays,nays,x,y
457,2146,BDP,#800020,5,42,33,-0.276647114291847,-0.109706996826408
458,2149,Grüne,#008000,4,45,30,1.70612842672424,0.443777287849076
461,2154,FDP,#4169E1,2,38,37,-0.577053073185536,-0.0235498739374326
462,2155,FDP,#4169E1,2,32,43,-1.78237350149788,0.519993088050193
463,2156,FDP,#4169E1,2,34,41,-1.04521200761145,0.211120235996973
464,2158,CVP,#FFA500,3,34,41,-0.441985709970302,-0.208349603449943
465,2159,CVP,#FFA500,3,44,31,0.0531898000613914,-0.686208011577699
466,2163,CVP,#FFA500,3,32,43,-0.857358088660738,-0.0452397725226772
467,2165,BDP,#800020,5,46,29,-0.103789535645804,1.1755510830543
468,2166,SP,#FF0000,1,45,30,1.0323634056249,-0.600254866329595
469,2167,SP,#FF0000,1,50,25,1.0891003538412,1.17520251026545
470,2168,SP,#FF0000,1,48,27,1.58940134566481,1.55973003888405
471,2169,SP,#FF0000,1,42,33,1.9637860705616,-0.383820766476634
472,2170,SP,#FF0000,1,44,31,1.39533308138497,-0.667479586334866
473,2171,SP,#FF0000,1,50,25,0.862004462807273,1.15236093692921
474,2173,FDP,#4169E1,2,32,43,-1.38869959006409,1.30022007260455
475,2174,SVP,#006400,0,29,46,-1.09438150170939,-0.661174607754332
476,2175,SVP,#006400,0,29,46,-2.48012673430595,-0.652203801818301
477,2176,CVP,#FFA500,3,44,31,-0.360837974077295,-0.255698355553536
478,2177,CVP,#FFA500,3,45,30,-0.383889618585203,0.428670920236194
479,2179,SP,#FF0000,1,47,28,1.56865796418797,0.757460341227471
480,2180,FDP,#4169E1,2,39,36,-1.31507107095431,0.98918153708028
481,2181,CVP,#FFA500,3,46,29,0.212788717639358,-1.15800496391146
482,2183,SVP,#006400,0,29,46,-0.972712043048211,-1.17890388893164
483,2184,SP,#FF0000,1,45,30,1.35169841387747,0.198154849587114
484,2187,Grüne,#008000,4,48,27,1.6886111578386,1.08862988523407
485,2190,FDP,#4169E1,2,38,37,-1.3443957781411,0.706567858577649
486,2192,glp,#32CD32,6,42,33,-0.0630561473056506,1.07406325323491
487,2195,FDP,#4169E1,2,38,37,-0.748380468111872,0.0023913495272936
488,2198,BDP,#800020,5,38,37,-0.111455124621176,-0.934947671842167
489,2199,SVP,#006400,0,39,36,-0.682823055970062,-1.55977600864505
490,2201,SP,#FF0000,1,51,24,0.862902963519402,-0.235993785052649
491,2202,SP,#FF0000,1,48,27,1.33398378034337,1.00484760131575
492,2205,Grüne,#008000,4,43,32,1.83594993243225,0.0493644826627716
493,2206,Grüne,#008000,4,42,33,1.22163144896592,-0.667546654722942
494,2209,Grüne,#008000,4,46,29,2.26215558187951,0.565627397281525
495,2210,SVP,#006400,0,33,42,-1.17650804650329,-1.47190021627843
496,2211,SVP,#006400,0,32,43,-1.12418650863094,-1.11230459019604
498,2213,SVP,#006400,0,43,32,-0.465319964834325,-1.37888041468463
499,2215,glp,#32CD32,6,48,27,0.219025839690668,0.287790881387644
500,2216,BDP,#800020,5,35,40,-0.506928610254523,-1.00430530284046
503,2219,CVP,#FFA500,3,32,43,-0.345796956084017,-0.483612487402626
504,2220,SVP,#006400,0,28,47,-1.42053148282381,-1.36615555765247
505,2221,Grüne,#008000,4,41,34,1.08717068275971,-0.672934006352491
506,2222,FDP,#4169E1,2,33,42,-1.32504762662443,1.08553814113224
510,2230,CVP,#FFA500,3,35,40,-0.230755816452018,-0.775047605722059
511,2231,CVP,#FFA500,3,41,34,-0.126778385347394,0.0013766881098994
512,2232,CVP,#FFA500,3,28,47,-0.326454239017575,-0.410211720198317
513,2233,CVP,#FFA500,3,36,39,-0.267542090761786,-0.287256718032009
514,2234,BDP,#800020,5,44,31,-0.149503132811773,-0.143048328192879
516,2236,BDP,#800020,5,41,34,-0.199066013559778,-0.686166294292489
517,2237,SP,#FF0000,1,52,23,0.778700064744243,0.148773157226464
518,2238,SP,#FF0000,1,45,30,1.26805696247055,0.0417657849261511
519,2239,SP,#FF0000,1,47,28,1.60081097611788,-0.333137289988002
520,2240,SP,#FF0000,1,50,25,1.07092960737751,0.970862150725073
521,2241,SVP,#006400,0,29,46,-1.78443091754406,-0.714123557732832
522,2243,FDP,#4169E1,2,47,28,-0.817318354738312,0.250662895171574
523,2245,SVP,#006400,0,43,32,0.198725179896378,-1.65567153229968
524,2246,SVP,#006400,0,26,49,-1.18890048732596,-1.60540616573262
525,2248,SP,#FF0000,1,44,31,1.7463718268005,-0.109283492604586
526,2249,FDP,#4169E1,2,33,42,-1.3028124286744,1.43000501174657
527,2250,CVP,#FFA500,3,44,31,-0.204140371106943,0.184860607681282
528,2252,SVP,#006400,0,38,37,-0.411607422491476,-2.14803588653317
529,2253,SP,#FF0000,1,48,27,1.12981989982553,0.0470031149913697
531,2261,SP,#FF0000,1,44,31,1.94910073266823,-0.388568554812874
532,2262,FDP,#4169E1,2,35,40,-0.810453929955975,-0.337168935451934
533,2263,glp,#32CD32,6,44,31,-0.440548211764469,1.45893152668441
534,2264,glp,#32CD32,6,40,35,-1.06905375682223,1.83035780647536
535,2265,glp,#32CD32,6,38,37,-0.273155293482095,0.338702886320276
536,2266,glp,#32CD32,6,44,31,-0.388662803423665,1.07667890951999
537,2267,glp,#32CD32,6,42,33,-0.444735281927208,0.230761252588265
538,2268,glp,#32CD32,6,44,31,-0.996482273113855,1.70505346403859
539,2271,Grüne,#008000,4,41,34,0.336409856095518,-1.10225499433576
541,2276,glp,#32CD32,6,38,37,-0.418843981571815,0.254240519590035
542,2278,CVP,#FFA500,3,52,23,0.281078549597683,-0.125238960147947
543,2283,glp,#32CD32,6,46,29,-0.285360593412449,2.78065196182281
544,2284,glp,#32CD32,6,50,25,-0.202446760819785,1.79269199756578
545,2287,glp,#32CD32,6,43,32,-0.509498749286256,1.32833917151122
546,2289,SVP,#006400,0,34,41,-0.817790882645255,-0.879927090705823
547,2290,CVP,#FFA500,3,33,42,-0.276203963635312,-0.476618925255884
548,2291,FDP,#4169E1,2,35,40,-0.91668669205167,1.16814605821881
550,2294,CVP,#FFA500,3,34,41,-0.462595037856007,-0.256340490757083
551,2295,CVP,#FFA500,3,47,28,-0.0483286981669984,-0.465476015560337
552,2297,CVP,#FFA500,3,35,40,-0.0153773598538515,-0.813931163162111
553,2299,SP,#FF0000,1,47,28,1.43077943572555,0.353272085053637
554,2300,BDP,#800020,5,34,41,-0.467719952340933,0.398170712931648
555,2301,SP,#FF0000,1,47,28,1.61521779756222,1.0004645767392
557,2303,SP,#FF0000,1,47,28,0.759273281532439,0.348722859976058
558,2304,SVP,#006400,0,28,47,-1.73800729976071,-0.485302623585065
559,2308,FDP,#4169E1,2,29,46,-1.05565478130662,0.451941334242902
560,2309,FDP,#4169E1,2,39,36,-0.729608372095554,0.188958674470859
562,2312,glp,#32CD32,6,47,28,-0.334230957771728,2.2085777300603
563,2313,SVP,#006400,0,33,42,-1.22683663950512,-0.183602842534427
564,2314,SVP,#006400,0,29,46,-1.15095363570443,-0.85000200316015
565,2315,SVP,#006400,0,25,50,-1.45802927091167,-2.07084037553628
566,2316,FDP,#4169E1,2,29,46,-1.76071419883886,1.23303855536132
567,2317,FDP,#4169E1,2,37,38,-1.00413152462834,0.735268558004754
568,2318,SVP,#006400,0,34,41,-1.07569142881923,-1.53733832276156
569,2319,FDP,#4169E1,2,40,35,-0.694579592019419,0.8743991164557
570,2322,glp,#32CD32,6,50,25,0.174230546175941,1.19321175755458
571,2325,SVP,#006400,0,39,36,-0.872309829350571,-0.949018246819322
572,2326,SP,#FF0000,1,39,36,0.54314479277163,-0.872517937936593
573,2332,glp,#32CD32,6,50,25,-0.194063307412911,1.42722280554627
574,2333,glp,#32CD32,6,44,31,-0.435846908144762,1.78433669952969
575,2334,Grüne,#008000,4,44,31,1.76178600336001,-0.197348281851751
577,2336,glp,#32CD32,6,46,29,-0.640709075161197,1.81154747558954
578,2337,Grüne,#008000,4,50,25,0.880196935041113,-0.206338354868101
579,2339,glp,#32CD32,6,39,36,-0.527557474338468,0.503765389064589
580,2340,BDP,#800020,5,43,32,0.142992019260672,-1.19272612288977
581,2341,Grüne,#008000,4,43,32,1.42515535123178,-0.54061597429997
582,2342,SVP,#006400,0,35,40,-0.846144512882236,-1.57644814846251
583,2343,SVP,#006400,0,35,40,-0.50724846625624,-1.61208620808917
584,2344,Grüne,#008000,4,47,28,0.4417326204723,0.376024752808424
585,2345,FDP,#4169E1,2,41,34,-0.824220597362016,1.60138837689348
586,2346,FDP,#4169E1,2,30,45,-1.56586339550999,1.21783468114948
587,2347,FDP,#4169E1,2,33,42,-1.9318668364353,1.57749972855077
588,2348,CVP,#FFA500,3,46,29,-0.0035550976986109,-0.225470711984734
589,2349,CVP,#FFA500,3,32,43,-0.516964974605113,-0.992057421144665
591,2351,CVP,#FFA500,3,40,35,-0.258166559637664,-0.370858811561733
593,2353,SP,#FF0000,1,47,28,1.53489503826529,1.05980877511854
594,2354,SP,#FF0000,1,50,25,1.37709688492682,1.50012088905297
595,2355,SP,#FF0000,1,47,28,1.20758779566362,0.1903386223922
596,2356,SP,#FF0000,1,44,31,1.34257666837692,0.0008822814807638
597,2357,SP,#FF0000,1,48,27,1.00682013306863,-0.609406071953694
599,2360,FDP,#4169E1,2,36,39,-1.06282123931284,-0.0959133650612525
600,2361,FDP,#4169E1,2,36,39,-0.788196684087765,0.505123681493282
601,2362,glp,#32CD32,6,46,29,-0.0208209903429296,-0.626723951986264
602,2363,glp,#32CD32,6,39,36,-0.820699061999706,1.13365219530322
603,2364,glp,#32CD32,6,44,31,-0.76912403168379,1.54703826598743
604,2365,CVP,#FFA500,3,43,32,0.0765480054699525,-0.676588615898789
605,2366,FDP,#4169E1,2,42,33,-1.15708597626155,1.12216891773244
606,2367,CVP,#FFA500,3,45,30,-0.0462102401170372,0.478080979423023
607,2368,CVP,#FFA500,3,46,29,-0.167611296112543,-0.41932131560873
608,2370,CVP,#FFA500,3,31,44,-0.272320267658931,-0.456457391520992
609,2371,CVP,#FFA500,3,41,34,-0.917032842500142,0.503113784393052
610,2372,SVP,#006400,0,35,40,-0.689505710335529,-1.6560525217347
611,2379,FDP,#4169E1,2,38,37,-0.94200515113272,1.07091143327774
612,2383,SP,#FF0000,1,49,26,0.437232760750934,-0.128814029353226
613,2384,FDP,#4169E1,2,34,41,-1.19290881193378,0.53899909708221
614,2392,Grüne,#008000,4,47,28,0.34852927102608,0.0656724757169521
615,2393,BDP,#800020,5,42,33,-0.0091750864923092,-0.66552234263672
616,2395,glp,#32CD32,6,41,34,-0.187790784932763,0.289979743648868
617,2396,glp,#32CD32,6,48,27,0.183308669290796,1.37032901382547
618,2397,SVP,#006400,0,27,48,-2.20107995740558,-0.726068415057172
619,2398,BDP,#800020,5,43,32,-0.287298337230266,0.0167851039585237
620,2400,glp,#32CD32,6,45,30,-0.336187199034807,1.048445385554
621,2401,glp,#32CD32,6,47,28,0.4344366783805,0.948005987458681
622,2403,Grüne,#008000,4,44,31,1.80029629860449,0.058691312503538
623,2404,CVP,#FFA500,3,37,38,-0.792570350385604,-0.12580358234202
624,2405,SVP,#006400,0,21,54,-0.885393305762531,-2.06124706826695
625,2406,FDP,#4169E1,2,43,32,-0.43196172514381,0.969862453308446
626,2407,CVP,#FFA500,3,38,37,-0.185505972487755,-0.240207042935293
627,2408,CVP,#FFA500,3,31,44,-0.329524721642041,-0.601238260054279
629,2411,FDP,#4169E1,2,40,35,-1.01060565458853,0.498704571955776
630,2412,FDP,#4169E1,2,41,34,-0.475084223278892,1.18494953616332
632,2414,SP,#FF0000,1,44,31,1.6369475701093,0.0442951761796233
633,2415,SP,#FF0000,1,48,27,1.0642259747948,-0.136655796997058
634,2416,SP,#FF0000,1,53,22,0.747890975528066,0.126939300695997
635,2417,SP,#FF0000,1,48,27,1.96871523295941,0.908754868843987
636,2418,SP,#FF0000,1,48,27,1.44656074734661,1.11350063240873
637,2423,FDP,#4169E1,2,33,42,-1.24586414907764,0.176461020846006
638,2424,FDP,#4169E1,2,47,28,-0.555934974995622,0.376914521111768
639,2425,glp,#32CD32,6,42,33,-0.37348850040293,1.07365832778885
640,2426,glp,#32CD32,6,44,31,-0.851707448430237,2.25211559117215
641,2427,glp,#32CD32,6,51,24,0.118774275668398,2.12087770252614
642,2428,SVP,#006400,0,25,50,-1.14933340194011,-0.758736886066493
643,2429,SVP,#006400,0,35,40,-1.38912794902189,-0.666010791298777
645,2431,CVP,#FFA500,3,26,49,-0.443457398121002,-0.928453269835991
646,2434,SVP,#006400,0,28,47,-1.61361300329837,-0.999425164362213
647,2435,CVP,#FFA500,3,43,32,-0.738293878390566,0.15341007909868
648,2436,SP,#FF0000,1,47,28,1.18953201585109,-0.0484377659466173
649,2437,CVP,#FFA500,3,38,37,-0.350450114150985,0.0988011073918962
650,2438,FDP,#4169E1,2,34,41,-1.04887559911582,1.56242220119791
651,2441,SVP,#006400,0,36,39,-0.150943465908839,-1.78603555294049
652,2442,FDP,#4169E1,2,33,42,-0.490931714705173,0.318641971197021
653,2446,CVP,#FFA500,3,46,29,0.086340960146313,-1.05632432705263
656,2450,glp,#32CD32,6,45,30,-0.487212328147564,1.78756050315632
657,2455,FDP,#4169E1,2,48,27,-0.267937034772445,0.0798242266860162
658,2458,CVP,#FFA500,3,33,42,-0.310786040127243,-0.206681487573999
659,2459,CVP,#FFA500,3,34,41,-0.272483990793584,-0.265090155987824
661,2464,glp,#32CD32,6,42,33,-0.802809701950213,1.42008974421345
662,2465,glp,#32CD32,6,38,37,-1.07979869871078,1.46901760473892
663,2466,glp,#32CD32,6,42,33,-0.432103785916316,2.02720449118392
664,2468,Grüne,#008000,4,47,28,1.86165384238263,0.973956609683388
665,2470,glp,#32CD32,6,39,36,-0.731354484472484,0.521857101977158
666,2471,Grüne,#008000,4,46,29,2.23390716355354,-0.218856064523598
667,2472,BDP,#800020,5,37,38,-0.245748421364214,-0.736995384940377
668,2473,glp,#32CD32,6,43,32,-0.197657927750776,0.581073015620044
669,2474,glp,#32CD32,6,45,30,-0.367856361039516,1.44108254538269
671,2476,Grüne,#008000,4,42,33,0.516725240368141,0.56701949977404
673,2478,CVP,#FFA500,3,39,36,0.222957855455815,-0.890806554621925
674,2479,CVP,#FFA500,3,34,41,-0.29861768680024,-0.0637523949147098
675,2481,FDP,#4169E1,2,35,40,-0.751159162601161,0.654303863057269
676,2483,CVP,#FFA500,3,34,41,-0.126869171311479,-0.323333343435735
677,2484,CVP,#FFA500,3,37,38,-0.644274037451761,0.518215743910028
678,2485,CVP,#FFA500,3,33,42,-0.484245030871985,-0.468739329105076
679,2488,CVP,#FFA500,3,37,38,-0.310317395209365,-1.08987527140624
680,2489,BDP,#800020,5,44,31,0.0508077344078805,-0.969640074900029
681,2490,SP,#FF0000,1,48,27,1.51873687695585,1.29108933555754
682,2491,SVP,#006400,0,32,43,-1.50452246982189,-1.09182306639191
683,2492,SVP,#006400,0,29,46,-1.79694084656043,-0.172942986395539
684,2495,FDP,#4169E1,2,34,41,-1.32992954883429,0.960125518305884
685,2496,SVP,#006400,0,39,36,-1.13494120611646,-0.782143896721485
686,2498,glp,#32CD32,6,45,30,-0.298195538533377,1.78745491210833
689,2501,CVP,#FFA500,3,41,34,-0.0642140493832396,-0.329417192115239
690,2502,CVP,#FFA500,3,47,28,0.0524123610713971,0.093148986625105
691,2503,CVP,#FFA500,3,51,24,-0.210943917544521,-0.370054544284285
692,2505,FDP,#4169E1,2,37,38,-0.758846250854144,0.478622578061407
694,2520,glp,#32CD32,6,41,34,-0.595087899544795,0.347644100343953
695,2525,SP,#FF0000,1,50,25,1.04791817899191,0.383197795411604
696,2526,CVP,#FFA500,3,35,40,-0.498692578017838,-0.469621279202911
697,2528,CVP,#FFA500,3,36,39,-0.09198866553696,-0.884226104907263
699,2534,glp,#32CD32,6,43,32,-0.23104251292401,0.570541091345947
700,2535,glp,#32CD32,6,41,34,-0.45477943704871,0.888097054573471
701,2536,glp,#32CD32,6,45,30,-0.553137220634009,2.66056219935239
702,2537,Grüne,#008000,4,43,32,1.65320008914615,-0.135708002192179
703,2538,Grüne,#008000,4,48,27,1.3267500257859,0.836328414104575
704,2539,Grüne,#008000,4,43,32,2.40037380473417,-0.212544370897638
705,2541,BDP,#800020,5,47,28,0.411723465618797,-0.632847199862627
707,2544,glp,#32CD32,6,42,33,-1.19610537124515,1.86173539983226
708,2545,glp,#32CD32,6,50,25,-0.317754588700433,1.89406954878356
709,2546,CVP,#FFA500,3,31,44,-0.241227119177413,-0.288173107422028
711,2549,SVP,#006400,0,26,49,-0.890575436744378,-2.13097403083706
712,2550,Grüne,#008000,4,48,27,1.52058559717921,-1.58100753119077
713,2552,FDP,#4169E1,2,40,35,-1.34963616147579,1.86228096441116
715,2555,FDP,#4169E1,2,36,39,-1.44558807276803,0.320321203397439
718,2561,SP,#FF0000,1,47,28,2.19135363454675,1.06208880171313
719,2562,SP,#FF0000,1,41,34,0.754615747506814,0.338427684788158
720,2563,SP,#FF0000,1,49,26,1.33926347852436,0.658632251241309
721,2564,SP,#FF0000,1,44,31,0.83424118245851,-0.64636795813866
722,2565,SP,#FF0000,1,49,26,1.2202030311795,1.17789476629009
723,2566,SP,#FF0000,1,46,29,1.08647638305985,0.918704880889428
724,2567,SP,#FF0000,1,51,24,0.470685972652992,0.0422840570751628
725,2568,SP,#FF0000,1,45,30,1.58554441087668,0.686859407780611
727,2570,FDP,#4169E1,2,34,41,-0.840612656203124,0.0264326225188353
728,2571,Grüne,#008000,4,41,34,1.21707986796928,-0.678403692842056
729,2573,Grüne,#008000,4,45,30,2.31789688186695,0.572927008106831
730,2574,FDP,#4169E1,2,38,37,-0.745674338489889,0.115495995922475
731,2575,FDP,#4169E1,2,32,43,-0.918205397789212,1.12693416924839
732,2576,FDP,#4169E1,2,41,34,-0.757756742907683,0.568017926076728
733,2577,FDP,#4169E1,2,42,33,-0.550494932340095,0.165295118081357
735,2579,glp,#32CD32,6,45,30,-0.142474834453734,1.99728258879589
737,2581,SVP,#006400,0,37,38,-0.859561213219779,-0.76527902715285
738,2582,glp,#32CD32,6,50,25,0.304204763971459,0.363439962879463
739,2583,FDP,#4169E1,2,33,42,-0.965237652306687,0.429391803725337
740,2584,SP,#FF0000,1,49,26,1.02612895794397,0.692335915485243
741,2585,CVP,#FFA500,3,37,38,-0.320935668706834,0.131150260646031
742,2587,SVP,#006400,0,27,48,-0.678607743073559,-1.41577575855687
743,2588,SVP,#006400,0,35,40,-0.136052644024279,-1.43401361584237
744,2591,FDP,#4169E1,2,35,40,-0.904969015727253,0.582327247929567
746,2597,glp,#32CD32,6,43,32,-0.409796285323494,-0.0278398663485982
747,2598,glp,#32CD32,6,46,29,0.327808199589409,0.266218752103313
748,2599,BDP,#800020,5,38,37,-0.209243173049009,-0.962290272479959
749,2601,SVP,#006400,0,34,41,-0.594945846062426,-1.11276398021906
750,2604,SP,#FF0000,1,47,28,0.723183667811629,0.318520701498159
751,2606,glp,#32CD32,6,44,31,-0.39484502037811,0.0863132104888911
752,2609,glp,#32CD32,6,42,33,-0.425982679960439,1.11440207687035
753,2610,FDP,#4169E1,2,38,37,-0.937837482594268,0.312374302405426
754,2611,FDP,#4169E1,2,42,33,-0.907928698834371,1.02543371696271
755,2612,CVP,#FFA500,3,47,28,-0.106655365098832,-1.2160652948614
756,2613,CVP,#FFA500,3,33,42,-0.486464356921813,0.0215591161967131
757,2614,CVP,#FFA500,3,31,44,-0.0986629885871078,-0.706480040290136
758,2615,BDP,#800020,5,51,24,0.325559859501457,0.892138372202535
759,2616,SP,#FF0000,1,48,27,0.967088110320506,0.546266575180011
760,2617,SP,#FF0000,1,52,23,0.650274658636634,0.286527056616383
761,2618,SP,#FF0000,1,47,28,1.02904723153468,1.44824806906709
764,2625,FDP,#4169E1,2,44,31,-0.879421288900421,0.52840392307658
765,2626,FDP,#4169E1,2,42,33,-0.835570866982522,0.46635443670947
766,2627,FDP,#4169E1,2,39,36,-0.201470028706989,-0.290596697912338
768,2630,glp,#32CD32,6,46,29,0.0154241354970729,-0.332116110165329
769,2631,glp,#32CD32,6,36,39,-0.593972200210751,-0.225971839656442
770,2633,SVP,#006400,0,29,46,-1.06200020889016,-1.30408595509879
771,2634,FDP,#4169E1,2,35,40,-0.762936472177689,0.182856170450643
772,2635,FDP,#4169E1,2,30,45,-1.28109708223749,0.299886474848044
773,2636,FDP,#4169E1,2,29,46,-1.60815239779009,0.663441580561016
774,2638,CVP,#FFA500,3,42,33,-0.297976250057089,-0.105369595059237
775,2639,CVP,#FFA500,3,44,31,-0.666457305023113,0.205791689717815
776,2641,SVP,#006400,0,26,49,-0.426243410323129,-1.30983543179187
777,2652,glp,#32CD32,6,48,27,-0.0189861676198936,1.35692173803165
778,2653,glp,#32CD32,6,43,32,-0.436844123104442,0.558195367781017
779,2654,glp,#32CD32,6,40,35,-0.738018274525493,0.607759650510766
780,2655,glp,#32CD32,6,41,34,-0.687971959079334,1.12918308878168
781,2656,SP,#FF0000,1,49,26,0.888783752097662,-0.0317906052896555
783,2669,BDP,#800020,5,43,32,-0.674357012972871,0.933707831286073
784,2670,glp,#32CD32,6,49,26,-0.0417007674295952,1.28086019561302
785,2671,Grüne,#008000,4,45,30,1.4352666546471,0.359557463197224
787,2673,glp,#32CD32,6,42,33,-0.265854191687457,1.0613655114182
788,2674,glp,#32CD32,6,49,26,-0.225544690957974,1.88382571781792
789,2675,SVP,#006400,0,26,49,-1.45958458814432,-1.08613562430872
791,2677,Grüne,#008000,4,44,31,1.20184169908838,-0.255242710401842
792,2679,Grüne,#008000,4,47,28,0.874552933961278,0.790293783254136
793,2680,SVP,#006400,0,32,43,-0.722395990632351,-1.20570582756966
794,2681,Grüne,#008000,4,43,32,1.41763889364991,-1.02787047560266
795,2682,Grüne,#008000,4,44,31,2.20672527901112,0.242363973779526
796,2683,Grüne,#008000,4,45,30,1.93799925243447,-0.442962097656489
797,2684,SVP,#006400,0,34,41,-0.975205266166383,-1.12823738602272
798,2685,SVP,#006400,0,26,49,-1.02646261257612,-0.514245325434441
801,2689,FDP,#4169E1,2,27,48,-1.53674461396583,1.39619769764102
802,2690,FDP,#4169E1,2,22,53,-0.513306834475683,-0.227231135323377
803,2691,FDP,#4169E1,2,42,33,-1.00321360660619,1.77585179305921
804,2692,FDP,#4169E1,2,26,49,-1.22058765014807,0.229548345055624
805,2693,CVP,#FFA500,3,39,36,-0.109613627163123,-0.170144987083239
806,2694,CVP,#FFA500,3,37,38,-0.320139412782912,-0.0402276451230774
807,2696,CVP,#FFA500,3,32,43,-0.253578372019887,-0.592128736396165
808,2697,CVP,#FFA500,3,35,40,-0.463973334954606,-0.326738964708761
809,2699,CVP,#FFA500,3,43,32,-0.361149173072169,-0.193311806624156
810,2700,BDP,#800020,5,45,30,-0.535233112213891,0.920840111678202
811,2702,SP,#FF0000,1,47,28,0.703833013419582,0.405802380996645
813,2704,SP,#FF0000,1,46,29,1.78589556112361,0.669751433322983
814,2705,SP,#FF0000,1,50,25,0.847483906508825,0.922633128307261
815,2706,SP,#FF0000,1,51,24,0.763404148746158,-1.31390556293496
816,2707,SP,#FF0000,1,48,27,0.70740091169345,-0.21373207754778
818,2709,SP,#FF0000,1,44,31,1.44537555831543,-0.127102739001379
820,2711,SVP,#006400,0,24,51,-2.04304721127324,-0.686689086412747
821,2714,SVP,#006400,0,27,48,-2.03816695306387,-0.797460442270115
822,2716,SVP,#006400,0,35,40,-1.29695484453789,-0.997851614316322
823,2717,FDP,#4169E1,2,33,42,-1.0545792744622,0.458544507724175
824,2718,FDP,#4169E1,2,34,41,-1.06825987610658,0.167880607798014
825,2719,SVP,#006400,0,27,48,-1.30733358152445,-0.871834091676533
826,2720,glp,#32CD32,6,50,25,0.0120408298720066,2.01674596140933
827,2721,SVP,#006400,0,32,43,-0.905679525626603,-1.58574199993829
829,2723,CVP,#FFA500,3,37,38,-0.249994318426056,-0.218272997354824
830,2724,FDP,#4169E1,2,42,33,-1.36666162133419,1.27692081768667
832,2726,CVP,#FFA500,3,53,22,0.0464062551667944,0.0069788096250255
833,2727,FDP,#4169E1,2,40,35,-0.829233904700215,0.0042803391783717
834,2729,SP,#FF0000,1,49,26,1.15230974051593,0.0320744025500381
835,2738,CVP,#FFA500,3,41,34,-0.092417495012217,-0.174825056616584
836,2741,glp,#32CD32,6,49,26,0.377543516273079,1.72769138881079
837,2743,SVP,#006400,0,34,41,-0.860380483032689,-1.10387103729178
838,2747,SP,#FF0000,1,45,30,1.98776426320191,-0.0138554903102885
839,2750,SP,#FF0000,1,46,29,1.69216964952935,0.507956290917368
840,2754,Grüne,#008000,4,45,30,1.82780973884489,-0.090045569483436
841,2755,Grüne,#008000,4,43,32,1.85737324520282,-0.341681390474991
842,2757,BDP,#800020,5,40,35,-0.813108337115532,0.395710769449078
843,2759,glp,#32CD32,6,40,35,-0.672154348743091,2.01399579642582
844,2760,glp,#32CD32,6,41,34,0.118581565486546,0.886813701684945
845,2761,SVP,#006400,0,30,45,-1.02162981255119,-1.43252554705651
847,2765,Grüne,#008000,4,46,29,1.49698991849313,-0.0777568870105625
848,2766,glp,#32CD32,6,46,29,-0.5070582849858,1.9227491951226
849,2768,glp,#32CD32,6,48,27,0.115085434112197,1.6571122403154
850,2769,glp,#32CD32,6,43,32,-0.35609951712146,-0.0796898025806037
851,2770,glp,#32CD32,6,47,28,-0.643367062965172,1.89157749816622
852,2771,BDP,#800020,5,45,30,-0.776034113213265,0.212179590244679
853,2772,SVP,#006400,0,41,34,-0.344733076916885,-1.36798280159147
855,2775,SVP,#006400,0,29,46,-1.07013968770551,-0.3449244609172
856,2776,FDP,#4169E1,2,33,42,-1.14062156254977,1.65797714860212
857,2777,FDP,#4169E1,2,36,39,-1.03420373265211,0.98031607203282
858,2778,FDP,#4169E1,2,27,48,-1.21501086287982,0.373910600837517
859,2780,CVP,#FFA500,3,41,34,0.147883452511564,-0.892916931743015
860,2781,CVP,#FFA500,3,35,40,-0.838513838511823,-0.393677830581737
861,2784,FDP,#4169E1,2,42,33,-0.365001411136226,-0.291181056815084
862,2788,CVP,#FFA500,3,53,22,0.0923268214937442,0.294081200608172
863,2789,CVP,#FFA500,3,47,28,-0.37685745673722,-0.461836107933526
866,2792,SP,#FF0000,1,44,31,1.69739915208134,0.454736562800882
867,2793,SP,#FF0000,1,43,32,0.89912522230389,-0.464995816614389
868,2794,SP,#FF0000,1,53,22,0.747067625977897,0.321701369496946
869,2795,SVP,#006400,0,25,50,-2.1011811585395,-0.499370875774417
870,2796,SVP,#006400,0,38,37,-0.689431123548053,-0.879799781339199
871,2798,SVP,#006400,0,27,48,-1.95955562603971,-0.985029619732906
872,2799,FDP,#4169E1,2,36,39,-0.557202227563499,-0.26690159080852
873,2803,FDP,#4169E1,2,37,38,-0.502142505288925,-0.60441065665548
874,2804,FDP,#4169E1,2,39,36,-0.820853362443178,0.451297086738932
875,2805,SVP,#006400,0,26,49,-0.922354909383559,-1.70395076642526
878,2808,glp,#32CD32,6,45,30,-0.0317257816539285,0.0786467410223749
879,2809,SVP,#006400,0,31,44,-0.928181693397823,-0.63939904302519
880,2810,glp,#32CD32,6,43,32,-0.793053262429967,1.65091315196816
881,2812,SP,#FF0000,1,52,23,0.629742769568353,-1.47887781713127
882,2814,FDP,#4169E1,2,43,32,-0.83028367285359,-0.0366968472445664
883,2816,CVP,#FFA500,3,34,41,-0.627625509910743,-0.032635068294795
884,2823,FDP,#4169E1,2,28,47,-1.2694258822821,0.47243045146395
885,2825,FDP,#4169E1,2,41,34,-1.02137705778893,1.88372858445567
886,2827,FDP,#4169E1,2,32,43,-0.997773272880104,-0.329205462747641
888,2831,SP,#FF0000,1,45,30,1.86260846561639,-0.0900208578608137
